doc_id,year,member,pages,doc_kind,orientation,entry_style,density,legibility,notes,inv_year,inv_member,cluster
8217005,2020,Mike Kelly,1,ptr_form,rotated90,handwritten,sparse,medium,Formulaire officiel tourne 90 mais nom d'actif et dates MANUSCRITS (Chicago O'Hare International); lisible mais ecriture penchee.,2020,Mike Kelly,C_manuscrit
8217163,2020,Mike Kelly,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, asset/dates manuscrits (New York City...); ecriture penchee mais lisible.",2020,Mike Kelly,C_manuscrit
8217198,2020,Mike Kelly,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, asset/dates manuscrits (New York City...); 1 transaction.",2020,Mike Kelly,C_manuscrit
8217253,2020,Mike Kelly,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, asset/dates manuscrits (Cleveland Cliffs Inc); 1 transaction.",2020,Mike Kelly,C_manuscrit
8217402,2020,Mike Kelly,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, asset/dates manuscrits (California State GO bond); 1 transaction.",2020,Mike Kelly,C_manuscrit
8216878,2020,Joseph P. Kennedy,2,ptr_form,mixed,typed,sparse,high,Formulaire officiel; page 1 (donnees) tournee 90 tapee (United Technologies Corp); page 2 = continuation vierge orientee differemment (mixed).,2020,Joseph P. Kennedy,B_tape_tourne
8217403,2020,Joseph P. Kennedy,2,ptr_form,rotated90,typed,sparse,high,"Formulaire officiel House PTR tourne 90, tape, une seule transaction (Medtronic PLC). Tout lisible.",2020,Joseph P. Kennedy,B_tape_tourne
8217660,2020,Joseph P. Kennedy,2,ptr_form,rotated90,typed,sparse,high,"Formulaire officiel House PTR tourne 90, tape, une seule transaction (Marriott International). Tout lisible.",2020,Joseph P. Kennedy,B_tape_tourne
8216879,2020,Rohit Khanna,6,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House: couverture 'Please see the attached' + feuilles de continuation du MEME formulaire, tourne 90, tape, dense. Barre noire de scan sur la page finale.",2020,Rohit Khanna,B_tape_tourne
8216965,2020,Rohit Khanna,11,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House tourne 90, tape, pages de continuation tres chargees (>20 lignes). Barre noire de scan sur la derniere page.",2020,Rohit Khanna,B_tape_tourne
8217060,2020,Rohit Khanna,13,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House tourne 90, tape, pages de continuation denses. Barre noire de scan sur la derniere page.",2020,Rohit Khanna,B_tape_tourne
8217164,2020,Rohit Khanna,18,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House tourne 90, tape, le plus volumineux du lot: pages de continuation tres chargees, texte petit et un peu pale.",2020,Rohit Khanna,B_tape_tourne
8217213,2020,Rohit Khanna,9,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House tourne 90, tape, pages de continuation denses (>20 lignes). Barre noire de scan sur la derniere page.",2020,Rohit Khanna,B_tape_tourne
8217329,2020,Rohit Khanna,12,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House tourne 90, tape, pages de continuation tres chargees (>20 lignes, texte petit).",2020,Rohit Khanna,B_tape_tourne
8217394,2020,Rohit Khanna,7,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House tourne 90, tape, page de continuation extremement chargee, texte petit et pale par endroits.",2020,Rohit Khanna,B_tape_tourne
8217557,2020,Rohit Khanna,8,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House tourne 90, tape, pages de continuation tres chargees (>20 lignes, texte petit).",2020,Rohit Khanna,B_tape_tourne
8217653,2020,Rohit Khanna,6,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House tourne 90, tape, pages de continuation denses (>20 lignes).",2020,Rohit Khanna,B_tape_tourne
8217686,2020,Rohit Khanna,11,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House tourne 90, tape, pages de continuation tres chargees (>20 lignes).",2020,Rohit Khanna,B_tape_tourne
8217740,2020,Rohit Khanna,5,ptr_form,rotated90,typed,medium,medium,"Formulaire officiel House tourne 90, tape, plus petit dossier Khanna: page de continuation ~12 lignes, lisible.",2020,Rohit Khanna,B_tape_tourne
8217777,2020,Rohit Khanna,8,ptr_form,mixed,typed,dense,medium,Couverture droite 'Please see the attached' puis schedules tapes du MEME formulaire tournes 90 deg; barre noire de scan sur p8 masquant qq cases montant; noms d'actifs tapes lisibles,2020,Rohit Khanna,B_tape_tourne
8217045,2020,David Kustoff,2,ptr_form,mixed,handwritten,sparse,high,"Manuscrit (Home Depot, Schwab, Amazon, Microsoft), ~5 lignes; p1 droite, p2 = formulaire de continuation vierge tourne 90 deg",2020,David Kustoff,C_manuscrit
8217640,2020,Doug Lamborn,3,ptr_form,mixed,handwritten,medium,medium,"Manuscrit (Net App Inc Stock, marques SP/IRA); p1 droite, p2-3 tournees 90 deg",2020,Doug Lamborn,C_manuscrit
8217726,2020,Doug Lamborn,2,ptr_form,mixed,handwritten,sparse,medium,"Manuscrit (Net App Inc Stock, IRA/SP); p1 droite, p2 tournee 90 deg",2020,Doug Lamborn,C_manuscrit
8217760,2020,Doug Lamborn,3,ptr_form,mixed,handwritten,medium,medium,"Manuscrit (Net App Inc Stock, IRA/SP); p1 droite, p2-3 tournees 90 deg",2020,Doug Lamborn,C_manuscrit
8217785,2020,Doug Lamborn,2,ptr_form,mixed,handwritten,medium,high,"Manuscrit tres lisible (Net App Inc Stock repete, IRA/SP); p1 droite, p2 tournee 90 deg ~10 lignes",2020,Doug Lamborn,C_manuscrit
8217165,2020,Billy Long,3,ptr_form,rotated90,handwritten,medium,medium,"Formulaire officiel House sur les 3 pages, tourne 90deg, entierement manuscrit (Southern Company repete, dates manuscrites). Lisible mais petit et penche.",2020,Billy Long,C_manuscrit
8217353,2020,Billy Long,1,ptr_form,upright,handwritten,sparse,high,"Page unique droite, manuscrit lisible (Walt Disney, Southern Company), ~3 lignes",2020,Billy Long,C_manuscrit
8217343,2020,Kenny Marchant,2,ptr_form,upright,handwritten,sparse,medium,"Manuscrit legerement penche (Targa Pipeline, C M L O-E Caps Tho, Acc Liquid Air Loans); p2 = continuation quasi vide avec note manuscrite",2020,Kenny Marchant,C_manuscrit
8217769,2020,Kenny Marchant,8,ptr_form,rotated90,handwritten,medium,medium,"Formulaire officiel tourne 90 degres, ecriture manuscrite (Alibaba, Alphabet, Amazon, Apple, Nike, Microsoft, Beyond Meat...). ~6 lignes par page, lisible avec un peu d'effort.",2020,Kenny Marchant,C_manuscrit
8217786,2020,Kenny Marchant,20,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90 degres, manuscrit (Adobe, Alexion, Alibaba, Amazon, Alphabet, Apple, Chevron, Tyson, Johnson & Johnson). 4-6 lignes par page, ecriture par endroits griffonnee.",2020,Kenny Marchant,C_manuscrit
8216973,2020,Michael T. McCaul,8,ptr_form,mixed,typed,dense,high,"Couverture droite 'SEE SCHEDULES ATTACHED' puis schedules tapes du MEME formulaire tournes 90 deg, >20 lignes, noms d'actifs tapes lisibles",2020,Michael T. McCaul,B_tape_tourne
8217166,2020,Michael T. McCaul,7,ptr_form,mixed,typed,dense,high,"Couverture droite 'SEE SCHEDULES ATTACHED' puis schedules tapes tournes 90 deg; crop confirme texte tape net (Vanguard Energy, Tapestry, Lilly Eli, Medtronic)",2020,Michael T. McCaul,B_tape_tourne
8217208,2020,Michael T. McCaul,7,ptr_form,mixed,typed,dense,high,"Meme schema McCaul: couverture droite + schedules tapes tournes 90 deg, >20 lignes lisibles",2020,Michael T. McCaul,B_tape_tourne
8217209,2020,Michael T. McCaul,21,ptr_form,mixed,typed,dense,medium,"Couverture droite 'SEE SCHEDULES ATTACHED' puis pages du formulaire OFFICIEL tournees (p11 a 90 deg, p21 a 270 deg) -> orientation mixed. Page p11 tres dense (>30 lignes tapees, petites). Tape, pas un releve externe.",2020,Michael T. McCaul,B_tape_tourne
8217233,2020,Michael T. McCaul,8,ptr_form,mixed,typed,dense,high,"Meme schema McCaul: couverture droite + schedules tapes tournes 90 deg, >20 lignes lisibles",2020,Michael T. McCaul,B_tape_tourne
8217323,2020,Michael T. McCaul,4,ptr_form,mixed,typed,dense,high,"Meme schema McCaul: couverture droite + schedules tapes tournes 90 deg, dense lisible",2020,Michael T. McCaul,B_tape_tourne
8217405,2020,Michael T. McCaul,5,ptr_form,mixed,typed,dense,medium,"Formulaire House officiel (style recent, colonnes A-K). Couverture upright 'SEE SCHEDULES ATTACHED', pages annexes tapees, certaines tournees 90deg parmi des pages droites.",2020,Michael T. McCaul,B_tape_tourne
8217570,2020,Michael T. McCaul,4,ptr_form,mixed,typed,dense,medium,"Formulaire officiel tape, tres dense. p3 droite, p4 tournee 90deg. Lisible mais petit.",2020,Michael T. McCaul,B_tape_tourne
8217659,2020,Michael T. McCaul,6,ptr_form,mixed,typed,dense,medium,"Formulaire officiel tape dense. Couverture droite, page annexe droite, derniere page tournee 90deg tres nette (legibility haute sur cette page).",2020,Michael T. McCaul,B_tape_tourne
8217680,2020,Michael T. McCaul,4,ptr_form,mixed,typed,dense,medium,"Formulaire officiel tape dense. p3 droite, p4 tournee 90deg et bien lisible.",2020,Michael T. McCaul,B_tape_tourne
8217747,2020,Michael T. McCaul,7,ptr_form,upright,typed,dense,medium,Formulaire officiel tape tres dense. Couverture et pages annexes echantillonnees toutes upright. Texte petit mais lisible.,2020,Michael T. McCaul,A_tape_droit
8216972,2020,David P. Roe,27,ptr_form,rotated90,typed,medium,high,"Gros dossier (27 pages) mais FORMULAIRE OFFICIEL TAPE et tourne 90 degres, pas un releve externe. Noms propres et nets (Coca Cola, Danaher Corp, Accenture, Exxon Mobil, Procter & Gamble). Tres lisible.",2020,David P. Roe,B_tape_tourne
8217084,2020,David P. Roe,19,ptr_form,mixed,typed,sparse,high,"Formulaire House officiel ancien style (grille de cases montant A-J). Couverture upright, annexes tournees 90deg, tapees, peu de lignes par page (grandes cases). Derniere page tres nette.",2020,David P. Roe,B_tape_tourne
8217121,2020,David P. Roe,53,ptr_form,mixed,typed,medium,medium,"Formulaire officiel ancien style a cases. Tres long (53 p). Couverture droite, annexes tournees 90deg, tapees. Noms d'actifs lisibles (ex COLORADO SPRINGS COLO, MISSOURI ST BRD).",2020,David P. Roe,B_tape_tourne
8217226,2020,David P. Roe,30,ptr_form,mixed,typed,medium,medium,"Formulaire officiel ancien style a cases. Couverture droite, annexes tournees 90deg, tapees, lisibles.",2020,David P. Roe,B_tape_tourne
8217291,2020,David P. Roe,19,ptr_form,mixed,typed,medium,medium,"Formulaire officiel a cases. Couverture droite, annexes tournees 90deg, tapees et lisibles (WESTERN UNION, HOME DEPOT, APPLE, MICROSOFT).",2020,David P. Roe,B_tape_tourne
8217378,2020,David P. Roe,13,ptr_form,mixed,typed,medium,medium,"Formulaire officiel a cases. Couverture droite, annexes tournees 90deg, tapees, lisibles (MCDONALDS, ROKU, CISCO, FACEBOOK, LOCKHEED MARTIN).",2020,David P. Roe,B_tape_tourne
8217489,2020,David P. Roe,24,ptr_form,mixed,typed,medium,medium,"Formulaire officiel a cases. Couverture droite, annexes tournees 90deg, tapees, lisibles (MODERNA, AT&T, AMAZON, TEXAS INSTRUMENTS, COSTCO, ADOBE).",2020,David P. Roe,B_tape_tourne
8217646,2020,David P. Roe,13,ptr_form,mixed,typed,medium,medium,"Formulaire officiel a cases. Couverture droite, annexes tournees 90deg, tapees, lisibles (ANALOG DEVICES, INTEL, APPLE, COMCAST, PROLOGIS).",2020,David P. Roe,B_tape_tourne
8217677,2020,David P. Roe,11,ptr_form,mixed,typed,medium,medium,"Formulaire officiel a cases. Couverture droite, annexes tournees 90deg, tapees, lisibles (INTUITIVE SURGICAL, TWITTER, LOWES, HOME DEPOT, MONDELEZ, MICROSOFT, ADOBE).",2020,David P. Roe,B_tape_tourne
8217728,2020,David P. Roe,16,ptr_form,rotated90,typed,dense,medium,"Formulaire officiel House tourne 90, toutes pages, tape. Noms d'actifs lisibles mais petits/penches.",2020,David P. Roe,B_tape_tourne
8217770,2020,David P. Roe,24,ptr_form,mixed,typed,dense,high,"Formulaire officiel tape. Pages 1 et 13 tournees 90, page 24 droite -> orientation mixte. Tres lisible sur les pages droites.",2020,David P. Roe,B_tape_tourne
8216974,2020,Harold Dallas Rogers,1,ptr_form,upright,typed,sparse,high,"NOTHING TO REPORT. Formulaire officiel droit, tape.",2020,Harold Dallas Rogers,A_tape_droit
8217103,2020,Harold Dallas Rogers,1,ptr_form,rotated90,typed,sparse,high,"Formulaire officiel tourne 90, tape, une ligne (exemple Mega Corp + 1 vente).",2020,Harold Dallas Rogers,B_tape_tourne
8217212,2020,Harold Dallas Rogers,1,ptr_form,upright,typed,sparse,medium,"Formulaire officiel droit, tape, 2 transactions (Self Bridge Builder Core Bond). Texte un peu petit.",2020,Harold Dallas Rogers,A_tape_droit
8217324,2020,Harold Dallas Rogers,2,ptr_form,mixed,typed,medium,medium,"Formulaire officiel tape. Page 1 legerement penchee, page 2 tournee 90 -> orientation mixte. ~6 transactions (Bank of America, Citizens, PPG, Truist, Total SA, Wells Fargo).",2020,Harold Dallas Rogers,B_tape_tourne
8217326,2020,Harold Dallas Rogers,1,ptr_form,rotated180,typed,sparse,high,"NOTHING TO REPORT FOR APRIL 2020. Formulaire officiel tourne 180, tape.",2020,Harold Dallas Rogers,B_tape_tourne
8217365,2020,Harold Dallas Rogers,2,ptr_form,mixed,typed,medium,medium,"Formulaire officiel tape. Page 1 tournee 90, page 2 droite -> orientation mixte. ~5 fonds (Bridge Builder, Artisan, Blackrock, Vanguard).",2020,Harold Dallas Rogers,B_tape_tourne
8217631,2020,Harold Dallas Rogers,1,ptr_form,rotated90,typed,sparse,medium,"Nothing to report for July 2020. Formulaire officiel tourne 90, tape, texte petit.",2020,Harold Dallas Rogers,B_tape_tourne
8217632,2020,Harold Dallas Rogers,1,ptr_form,rotated90,typed,sparse,medium,"Formulaire officiel tourne 90, tape, 1 transaction (Redeemed NY NY GO Ser). Texte petit/penche.",2020,Harold Dallas Rogers,B_tape_tourne
8217682,2020,Harold Dallas Rogers,1,ptr_form,upright,typed,sparse,medium,"Formulaire officiel droit, tape, 1 transaction (Franklin KY Tax-Free Income A).",2020,Harold Dallas Rogers,A_tape_droit
8217743,2020,Harold Dallas Rogers,1,ptr_form,rotated180,typed,sparse,medium,"Formulaire officiel tourne 180, tape, 2 transactions (iShares MSCI EAFE Small Cap, Gly INTL Stalwarts I).",2020,Harold Dallas Rogers,B_tape_tourne
8217772,2020,Harold Dallas Rogers,1,ptr_form,rotated180,typed,sparse,medium,"Nothing to report for November 2020. Formulaire officiel tourne 180, tape.",2020,Harold Dallas Rogers,B_tape_tourne
8216915,2020,Francis Rooney,2,ptr_form,mixed,typed,dense,medium,"Couverture upright 'See attached schedules' puis annexe = MEME formulaire officiel tournee 90, tapee, dense.",2020,Francis Rooney,B_tape_tourne
8217006,2020,Francis Rooney,2,ptr_form,mixed,typed,sparse,medium,"Cover upright + annexe officielle tournee 90; seulement ~2-3 lignes remplies (Brown Advisory, Rooney Capital).",2020,Francis Rooney,B_tape_tourne
8217114,2020,Francis Rooney,2,ptr_form,mixed,typed,dense,medium,"Cover upright + annexe officielle tapee tournee 90, nombreuses lignes Brown Advisory.",2020,Francis Rooney,B_tape_tourne
8217188,2020,Francis Rooney,2,ptr_form,mixed,typed,dense,medium,"Cover upright + annexe officielle tapee tournee 90, dense. Stamp 'POSTMARK ILLEGIBLE' mais donnees lisibles.",2020,Francis Rooney,B_tape_tourne
8217281,2020,Francis Rooney,2,ptr_form,mixed,typed,dense,medium,"Cover upright + annexe officielle tapee tournee 90, dense (~20+ lignes Brown Advisory).",2020,Francis Rooney,B_tape_tourne
8217345,2020,Francis Rooney,2,ptr_form,mixed,typed,dense,medium,"Cover upright + annexe officielle tapee tournee 90, dense. Stamp postmark illisible mais texte OK.",2020,Francis Rooney,B_tape_tourne
8217419,2020,Francis Rooney,2,ptr_form,mixed,typed,medium,high,"Cover upright + annexe officielle tapee tournee 90; ~6 lignes (Brown Advisory, Rooney Capital), bien lisible.",2020,Francis Rooney,B_tape_tourne
8217604,2020,Francis Rooney,3,ptr_form,mixed,typed,dense,medium,"Cover upright + 2 pages annexe officielle tapee tournee 90, dense (McDonald's, Medtronic, Microsoft, etc.).",2020,Francis Rooney,B_tape_tourne
8217674,2020,Francis Rooney,2,ptr_form,mixed,typed,dense,medium,"Cover upright + annexe officielle tapee tournee 90, dense. Stamp 'POSTMARK ILLEGIBLE'.",2020,Francis Rooney,B_tape_tourne
8217692,2020,Francis Rooney,1,ptr_form,rotated90,typed,medium,medium,"Page unique = annexe officielle (sans page de couverture), tapee, tournee 90; ~6 lignes Brown Advisory, dates 9/29-10/5/2020.",2020,Francis Rooney,B_tape_tourne
8217744,2020,Francis Rooney,2,ptr_form,mixed,typed,dense,medium,"Cover upright + annexe officielle tapee tournee 90, dense.",2020,Francis Rooney,B_tape_tourne
8217791,2020,Francis Rooney,1,ptr_form,rotated90,typed,medium,medium,Page unique = annexe officielle tapee tournee 90. Stamp 'POSTMARK ILLEGIBLE' mais lignes d'actifs lisibles.,2020,Francis Rooney,B_tape_tourne
8216880,2020,Adam B. Schiff,1,ptr_form,upright,mixed,sparse,high,"Formulaire officiel House droit, une seule transaction (Apple Inc, Sale, manuscrit), reste du formulaire dactylographie. Tres lisible.",2020,Adam B. Schiff,C_manuscrit
8217364,2020,Adam B. Schiff,1,ptr_form,upright,typed,sparse,high,"Formulaire officiel upright, 1 page, tape, tres clairsemenne: une seule ligne 'Apple Inc', 7/8/2020. Lisible.",2020,Adam B. Schiff,A_tape_droit
8216960,2020,Kurt Schrader,2,ptr_form,rotated90,handwritten,medium,medium,"Formulaire officiel House manuscrit, tourne 90. Noms d'actifs en cursive lisibles avec effort (Exxon, Blackrock, iShares Russell 3000...).",2020,Kurt Schrader,C_manuscrit
8217051,2020,Kurt Schrader,2,ptr_form,rotated90,handwritten,medium,medium,"Formulaire officiel House manuscrit tourne 90. Quelques cases/lignes legerement penchees, scan un peu pale.",2020,Kurt Schrader,C_manuscrit
8217141,2020,Kurt Schrader,5,ptr_form,rotated90,handwritten,dense,medium,"Formulaire officiel House manuscrit, 5 pages, tourne 90. Pages bien remplies; noms manuscrits (McDonald, Bank of America, Visa, Blackrock...) lisibles avec effort.",2020,Kurt Schrader,C_manuscrit
8217225,2020,Kurt Schrader,2,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House manuscrit tourne 90, peu de lignes.",2020,Kurt Schrader,C_manuscrit
8217339,2020,Kurt Schrader,2,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House manuscrit tourne 90, peu de lignes (Blackrock, Exxon Mobil, fonds Photo Sciences...).",2020,Kurt Schrader,C_manuscrit
8217406,2020,Kurt Schrader,4,ptr_form,mixed,handwritten,medium,medium,"Formulaire officiel House manuscrit, 4 pages. La plupart tournees 90; la derniere page (p4) parait tournee 180 par rapport aux autres -> orientation mixte.",2020,Kurt Schrader,C_manuscrit
8217654,2020,Kurt Schrader,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House manuscrit 1 page tourne 90 (Visa, Citigroup, Zoetis, Schwab US AGG).",2020,Kurt Schrader,C_manuscrit
8217689,2020,Kurt Schrader,2,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House manuscrit tourne 90, peu de lignes (Aon PLC, CMS Energy, DowDuPont, Eli Lilly).",2020,Kurt Schrader,C_manuscrit
8217745,2020,Kurt Schrader,2,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House manuscrit tourne 90 (American International, JP Morgan Emerging Markets, Eli Lilly, Intel, Citrix). Ecriture cursive penchee.",2020,Kurt Schrader,C_manuscrit
8217789,2020,Kurt Schrader,3,ptr_form,rotated90,handwritten,medium,medium,"Formulaire officiel House manuscrit, 3 pages, tourne 90 (Air Products, Schwab US Large Cap, American Tower, Healthcare Select, Citigroup, Western Asset, iShares S&P500...).",2020,Kurt Schrader,C_manuscrit
9115545,2020,Austin Scott,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House tourne 90deg, entrees manuscrites (Ballard Power, Plug Power), peu de lignes. Manuscrit lisible mais penche.",2020,Austin Scott,C_manuscrit
8216975,2020,Fred Upton,3,ptr_form,rotated90,handwritten,medium,medium,"Formulaire officiel House manuscrit, 3 pages, tourne 90. Bloc de note manuscrit griffonne en haut ('These JP Morgan Trust...'); noms d'actifs (Amazon, Lyft, Fiserv, Honeywell, Microsoft, Visa, EOG...) lisibles avec effort.",2020,Fred Upton,C_manuscrit
8217123,2020,Fred Upton,5,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House tourne 90 degres. Noms d'actifs manuscrits (Beyer Inc, Debert, Wells Fargo, Paypal, Fiserv, Honeywell, United Health, Alphabet, Microsoft) avec annotation 'These are all really transactions ... cost is ZERO'. Peu de lignes par page.",2020,Fred Upton,C_manuscrit
8217182,2020,Fred Upton,2,ptr_form,rotated90,handwritten,medium,medium,"Formulaire officiel House manuscrit tourne 90. Note manuscrite multi-lignes en haut + montants ecrits a la main ($25,000/$22,000). Ecriture petite et penchee.",2020,Fred Upton,C_manuscrit
8217211,2020,Fred Upton,3,ptr_form,rotated90,handwritten,dense,medium,"Formulaire officiel House manuscrit, 3 pages, tourne 90. Pages 2-3 denses + bloc de note manuscrit ('These JP Morgan Trust...'). Noms manuscrits (Amazon, Chevron, Home Depot, Eaton Vance, EOG...) lisibles avec effort.",2020,Fred Upton,C_manuscrit
8217325,2020,Fred Upton,2,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel House tourne 90, entrees manuscrites, peu de lignes",2020,Fred Upton,C_manuscrit
8217346,2020,Fred Upton,2,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, manuscrit, notes filer manuscrites en p2",2020,Fred Upton,C_manuscrit
8217384,2020,Fred Upton,2,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, manuscrit (Key Corp/Berkley/Pepsi/Whirlpool)",2020,Fred Upton,C_manuscrit
8217423,2020,Fred Upton,2,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, manuscrit (Facebook/Wells Fargo/Capital One/Visa)",2020,Fred Upton,C_manuscrit
8217635,2020,Fred Upton,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, manuscrit (Boeing)",2020,Fred Upton,C_manuscrit
8217681,2020,Fred Upton,1,ptr_form,rotated90,handwritten,sparse,medium,"Formulaire officiel tourne 90, manuscrit (Apple)",2020,Fred Upton,C_manuscrit
